factset_id,yearquart,tobinsq,tobinsq_std
000BY1-E,20183,0.51671857,-0.64014387
000BY1-E,20184,0.53566062,-0.63128513
000BY1-E,20191,0.58415812,-0.60860401
000BY1-E,20192,0.59858388,-0.60185742
000BY1-E,20193,0.62602472,-0.58902401
000BY1-E,20194,0.61512679,-0.59412068
000BY1-E,20201,0.50919569,-0.64366215
000BY1-E,20202,0.5072726,-0.64456153
000BY1-E,20203,0.51532781,-0.64079434
000BY1-E,20204,0.51183492,-0.64242786
000BY1-E,20211,0.50692546,-0.64472389
000BY1-E,20212,0.50112367,-0.64743727
000BY1-E,20213,0.47037026,-0.66181988
000BY1-E,20214,0.51112759,-0.64275867
000BY1-E,20221,0.56002539,-0.61989033
000BY7-E,20152,0.50236487,-0.64685678
000BY7-E,20153,0.48130631,-0.65670538
000BY7-E,20154,0.42469665,-0.68318033
000BY7-E,20161,0.37050858,-0.7085228
000BY7-E,20162,0.3619647,-0.71251857
000BY7-E,20163,0.38570926,-0.70141381
000BY7-E,20164,0.42671776,-0.68223512
000BY7-E,20171,0.44113562,-0.67549223
000BY7-E,20172,0.45085853,-0.67094505
000BY7-E,20173,0.47435179,-0.65995783
000BY7-E,20174,0.47573188,-0.65931237
000BY7-E,20181,0.44585508,-0.67328507
000BY7-E,20182,0.45610213,-0.66849273
000BY7-E,20183,0.48489839,-0.65502542
000BY7-E,20184,0.43174639,-0.67988336
000BY7-E,20191,0.46490052,-0.66437793
000BY7-E,20192,0.52166384,-0.63783109
000BY7-E,20193,0.50536507,-0.64545363
000BY7-E,20194,0.5136447,-0.64158148
000BY7-E,20201,0.37075493,-0.70840758
000BY7-E,20202,0.40630984,-0.69177943
000BY7-E,20203,0.43103147,-0.68021768
000BY7-E,20204,0.50873721,-0.64387655
000BY7-E,20211,0.5885824,-0.6065349
000BY7-E,20212,0.70988721,-0.5498035
000BY7-E,20213,0.72229815,-0.5439992
000BY7-E,20214,0.67206931,-0.56749004
000BY7-E,20221,0.72302449,-0.54365951
000C32-E,20152,2.0175219,0.061746057
000C32-E,20153,1.9069797,0.010048113
000C32-E,20154,1.914004,0.013333205
000C32-E,20161,1.6743119,-0.098765075
000C32-E,20162,1.5513061,-0.15629193
000C32-E,20163,1.591648,-0.13742501
000C32-E,20164,1.5840043,-0.14099978
000C32-E,20171,1.7042422,-0.084767364
000C32-E,20172,1.8497331,-0.016724741
000C32-E,20173,1.9582602,0.03403078
000C32-E,20174,2.1484001,0.12295467
000C32-E,20181,2.1828377,0.13906035
000C32-E,20182,2.0497811,0.076832928
000C32-E,20183,2.2629018,0.1765044
000C32-E,20184,1.8140993,-0.033389822
000C32-E,20191,2.1230688,0.11110785
000C32-E,20192,2.2820261,0.18544836
000C32-E,20193,2.2741187,0.18175027
000C32-E,20194,2.3159852,0.20133024
000C32-E,20201,1.5569098,-0.15367123
000C32-E,20202,1.9885563,0.048199538
000C32-E,20203,2.1877139,0.14134081
000C32-E,20204,2.6863711,0.37455091
000C32-E,20211,2.7864258,0.42134413
000C32-E,20212,2.6224601,0.34466127
000C32-E,20213,2.4548421,0.26627031
000C32-E,20214,2.8587592,0.45517272
000C32-E,20221,2.5716057,0.32087785
000C35-E,20152,1.6391873,-0.11519199
000C35-E,20153,1.4593383,-0.19930309
000C35-E,20154,1.7138104,-0.080292538
000C35-E,20161,1.5011584,-0.17974485
000C35-E,20162,1.5144583,-0.17352478
000C35-E,20163,1.5973631,-0.13475218
000C35-E,20164,1.4011917,-0.22649688
000C35-E,20171,1.551846,-0.15603943
000C35-E,20172,1.5914381,-0.13752319
000C35-E,20173,1.693591,-0.089748688
000C35-E,20174,1.578856,-0.14340752
000C35-E,20181,1.6014035,-0.1328626
000C35-E,20182,1.8046261,-0.037820213
000C35-E,20183,1.9926786,0.050127476
000C35-E,20184,1.8677348,-0.008305787
000C35-E,20191,1.8472801,-0.017871937
000C35-E,20192,1.8930986,0.003556259
000C35-E,20193,1.9492429,0.029813638
000C35-E,20194,2.3990457,0.24017566
000C35-E,20201,1.9389246,0.024987968
000C35-E,20202,2.1341624,0.11629607
000C35-E,20203,2.3030143,0.19526406
000C35-E,20204,2.1263933,0.11266264
000C35-E,20211,2.2978351,0.19284189
000C35-E,20212,2.3429899,0.21395971
000C35-E,20213,1.8579509,-0.012881467
000C35-E,20214,2.0717392,0.087102212
000C35-E,20221,2.275506,0.18239911
000C3J-E,20152,2.4773741,0.27680799
000C3J-E,20153,2.1045928,0.10246706
000C3J-E,20154,2.158705,0.12777404
000C3J-E,20161,2.2573984,0.17393059
000C3J-E,20162,2.1992807,0.14675036
000C3J-E,20163,2.3945737,0.23808421
000C3J-E,20164,2.4391797,0.25894538
000C3J-E,20171,2.5146966,0.29426283
000C3J-E,20172,2.4595134,0.26845497
000C3J-E,20173,2.6905396,0.37650043
000C3J-E,20174,2.6798322,0.37149283
000C3J-E,20181,2.7979751,0.42674541
000C3J-E,20182,2.7622821,0.41005269
000C3J-E,20183,2.8985229,0.47376925
000C3J-E,20184,2.4304399,0.25485802
000C3J-E,20191,2.7577469,0.40793169
000C3J-E,20192,2.695164,0.37866312
000C3J-E,20193,2.6867113,0.37471002
000C3J-E,20194,2.9669731,0.50578177
000C3J-E,20201,1.7988203,-0.040535472
000C3J-E,20202,2.5303366,0.3015773
000C3J-E,20203,2.748472,0.40359402
000C3J-E,20204,3.1734819,0.60236102
000C3J-E,20211,3.0095673,0.52570206
000C3J-E,20212,2.8080645,0.43146399
000C3J-E,20213,2.934799,0.4907347
000C3J-E,20214,3.563298,0.78466874
000C3J-E,20221,3.0342426,0.53724211
000C4B-E,20152,2.8551812,0.45349938
000C4B-E,20153,2.480047,0.27805805
000C4B-E,20154,2.4456358,0.26196474
000C4B-E,20161,2.4150877,0.24767813
000C4B-E,20162,2.2995551,0.19364627
000C4B-E,20163,2.5785694,0.32413462
000C4B-E,20164,2.8078449,0.43136132
000C4B-E,20171,2.9322784,0.4895559
000C4B-E,20172,1.0725249,-0.3802065
000C4B-E,20173,1.5004469,-0.18007758
000C4B-E,20174,1.5523952,-0.1557826
000C4B-E,20181,1.6160597,-0.12600824
000C4B-E,20182,1.7123455,-0.080977663
000C4B-E,20183,1.6723561,-0.099679731
000C4B-E,20184,1.5544684,-0.15481302
000C4B-E,20191,1.7762486,-0.051091712
000C4B-E,20192,1.9165286,0.014513907
000C4B-E,20193,1.9137765,0.013226832
000C4B-E,20194,2.0459867,0.075058363
000C4B-E,20201,1.544239,-0.15959704
000C4B-E,20202,2.1162345,0.10791162
000C4B-E,20203,1.9952468,0.051328529
000C4B-E,20204,2.5425038,0.30726761
000C4B-E,20211,2.668272,0.36608639
000C4B-E,20212,2.9412918,0.49377126
000C4B-E,20213,4.1589952,1.0632621
000C4B-E,20214,1.7647883,-0.056451421
000C4B-E,20221,1.6877898,-0.092461772
000C7F-E,20152,2.7664387,0.41199663
000C7F-E,20153,2.302793,0.19516058
000C7F-E,20154,2.0212483,0.063488841
000C7F-E,20161,2.060473,0.081833266
000C7F-E,20162,1.7153022,-0.079594865
000C7F-E,20163,1.9933218,0.050428256
000C7F-E,20164,1.9198476,0.016066136
000C7F-E,20171,2.276124,0.18268812
000C7F-E,20172,2.2446201,0.16795449
000C7F-E,20173,2.3062782,0.19679053
000C7F-E,20174,2.2937355,0.1909246
000C7F-E,20181,2.0927494,0.096928164
000C7F-E,20182,2.475745,0.2760461
000C7F-E,20183,3.1223302,0.57843858
000C7F-E,20184,2.0467265,0.075404353
000C7F-E,20191,2.3966334,0.23904748
000C7F-E,20192,2.6627195,0.36348963
000C7F-E,20193,3.1410251,0.58718175
000C7F-E,20194,3.8543668,0.92079467
000C7F-E,20201,3.2665355,0.64587998
000C7F-E,20202,4.9349728,1.4261683
000C7F-E,20203,6.2413177,2.0371149
000C7F-E,20204,6.9652753,2.3756924
000C7F-E,20211,5.7919579,1.8269598
000C7F-E,20212,6.7788339,2.2884982
000C7F-E,20213,7.091373,2.4346654
000C7F-E,20214,8.2999077,2.9998682
000C7F-E,20221,7.4753537,2.614244
000C7R-E,20152,1.7422035,-0.067013793
000C7R-E,20153,1.3409184,-0.25468525
000C7R-E,20154,1.4015104,-0.22634785
000C7R-E,20161,1.7971444,-0.041319225
000C7R-E,20162,1.9966944,0.05200557
000C7R-E,20163,2.3789206,0.23076361
000C7R-E,20164,2.3844142,0.23333286
000C7R-E,20171,2.7555382,0.40689874
000C7R-E,20172,2.4338293,0.25644314
000C7R-E,20173,2.9119046,0.48002756
000C7R-E,20174,2.7807887,0.41870776
000C7R-E,20181,2.9715066,0.50790197
000C7R-E,20182,2.5171223,0.29539725
000C7R-E,20183,2.1245084,0.11178111
000C7R-E,20184,1.7798879,-0.049389679
000C7R-E,20191,1.9992646,0.053207569
000C7R-E,20192,2.2391729,0.16540699
000C7R-E,20193,2.4512265,0.26457939
000C7R-E,20194,2.9368253,0.49168235
000C7R-E,20201,2.1286359,0.11371144
000C7R-E,20202,2.5395908,0.30590528
000C7R-E,20203,2.5645771,0.31759077
000C7R-E,20204,3.530081,0.76913393
000C7R-E,20211,5.2606516,1.5784806
000C7R-E,20212,5.4038138,1.6454341
000C7R-E,20213,4.7483144,1.3388727
000C7R-E,20214,5.4139953,1.6501957
000C7R-E,20221,4.5788665,1.2596259
000C8L-E,20152,0.73738921,-0.53694147
000C8L-E,20153,0.61747539,-0.59302235
000C8L-E,20154,0.54507113,-0.62688404
000C8L-E,20161,0.53727931,-0.63052809
000C8L-E,20162,0.62849283,-0.5878697
000C8L-E,20163,0.6155827,-0.59390748
000C8L-E,20164,0.66048956,-0.5729056
000C8L-E,20171,0.66297364,-0.57174385
000C8L-E,20172,0.62190908,-0.59094876
000C8L-E,20173,0.61364043,-0.59481585
000C8L-E,20174,0.56088763,-0.61948705
000C8L-E,20181,0.58973968,-0.60599363
000C8L-E,20182,0.66126722,-0.57254195
000C8L-E,20183,0.709409,-0.55002719
000C8L-E,20184,0.56252539,-0.61872113
000C8L-E,20191,0.55981803,-0.61998731
000C8L-E,20192,0.53629482,-0.63098854
000C8L-E,20193,0.5471946,-0.62589097
000C8L-E,20194,0.58645838,-0.60752821
000C8L-E,20201,0.40505362,-0.6923669
000C8L-E,20202,0.49986014,-0.64802819
000C8L-E,20203,0.57667202,-0.61210507
000C8L-E,20204,0.56412178,-0.61797452
000C8L-E,20211,0.61841041,-0.59258503
000C8L-E,20212,0.66441673,-0.571069
000C8L-E,20213,0.64185214,-0.58162189
000C8L-E,20214,0.67358971,-0.56677902
000C8L-E,20221,0.78267843,-0.51576078
000C9V-E,20152,0.44081953,-0.67564005
000C9V-E,20153,0.43061972,-0.68041027
000C9V-E,20154,0.38914689,-0.69980609
000C9V-E,20161,0.4777658,-0.6583612
000C9V-E,20162,0.43814018,-0.67689312
000C9V-E,20163,0.44439968,-0.67396569
000C9V-E,20164,0.44964117,-0.67151439
000C9V-E,20171,0.4878262,-0.65365618
000C9V-E,20172,0.49062118,-0.652349
000C9V-E,20173,0.47134882,-0.66136223
000C9V-E,20174,0.42978272,-0.68080169
000C9V-E,20181,0.41858256,-0.68603975
000C9V-E,20182,0.39381766,-0.6976217
000C9V-E,20183,0.37944993,-0.70434117
000C9V-E,20184,0.33796498,-0.72374266
000C9V-E,20191,0.3900238,-0.69939601
000C9V-E,20192,0.37680605,-0.70557761
000C9V-E,20193,0.39520225,-0.69697416
000C9V-E,20194,0.42083049,-0.68498844
000C9V-E,20201,0.27176672,-0.75470203
000C9V-E,20202,0.34732556,-0.71936494
000C9V-E,20203,0.39402837,-0.69752318
000C9V-E,20204,0.43206128,-0.67973608
000C9V-E,20211,0.51117569,-0.64273614
000C9V-E,20212,0.4986544,-0.64859205
000C9V-E,20213,0.4626722,-0.66542006
000C9V-E,20214,0.47856936,-0.65798539
000C9V-E,20221,0.40749231,-0.69122642
000CDT-E,20152,0.58031255,-0.61040252
000CDT-E,20153,0.6638186,-0.57134873
000CDT-E,20154,0.70889914,-0.55026561
000CDT-E,20161,0.79437643,-0.51028991
000CDT-E,20162,0.87106127,-0.47442624
000CDT-E,20163,0.79504645,-0.50997657
000CDT-E,20164,0.77839476,-0.51776415
000CDT-E,20171,0.78600585,-0.51420462
000CDT-E,20172,0.8429122,-0.48759091
000CDT-E,20173,0.84704256,-0.48565921
000CDT-E,20174,0.88656336,-0.46717629
000CDT-E,20181,0.82983989,-0.4937045
000CDT-E,20182,0.88156784,-0.46951258
000CDT-E,20183,0.90747249,-0.45739758
000CDT-E,20184,0.93330395,-0.44531682
000CDT-E,20191,0.9536739,-0.4357903
000CDT-E,20192,0.97430563,-0.42614132
000CDT-E,20193,1.0450877,-0.39303824
000CDT-E,20194,1.0230637,-0.40333834
000CDT-E,20201,0.84323692,-0.48743904
000CDT-E,20202,0.8276332,-0.49473652
000CDT-E,20203,0.79292029,-0.51097095
000CDT-E,20204,0.78310108,-0.51556313
000CDT-E,20211,0.76892316,-0.52219379
000CDT-E,20212,0.64764071,-0.5789147
000CDT-E,20213,0.5972296,-0.60249078
000CDT-E,20214,0.70905024,-0.55019492
000CDT-E,20221,0.78764594,-0.51343763
000CFP-E,20152,2.4237118,0.2517114
000CFP-E,20153,2.107842,0.10398662
000CFP-E,20154,2.796289,0.42595688
000CFP-E,20161,2.7408471,0.40002805
000CFP-E,20162,2.2769651,0.18308149
000CFP-E,20163,3.0745792,0.55610663
000CFP-E,20164,2.9865403,0.51493293
000CFP-E,20171,3.66853,0.83388323
000CFP-E,20172,4.4022112,1.1770084
000CFP-E,20173,5.0953622,1.5011786
000CFP-E,20174,4.8124404,1.3688629
000CFP-E,20181,6.1871223,2.0117688
000CFP-E,20182,6.5980082,2.2039304
000CFP-E,20183,8.2197123,2.9623628
000CFP-E,20184,6.8472204,2.3204811
000CFP-E,20191,8.7457113,3.20836
000CFP-E,20192,9.3336897,3.4833434
000CFP-E,20193,8.5929127,3.1368997
000CFP-E,20194,8.5357466,3.1101644
000CFP-E,20201,7.1263995,2.4510465
000CFP-E,20202,9.9940634,3.7921846
000CFP-E,20203,9.9940634,3.7921846
000CFP-E,20204,9.9940634,3.7921846
000CFP-E,20211,9.9940634,3.7921846
000CFP-E,20212,9.9940634,3.7921846
000CFP-E,20213,9.9940634,3.7921846
000CFP-E,20214,8.496707,3.0919065
000CFP-E,20221,6.3823032,2.1030502
000CFX-E,20152,0.86591339,-0.47683379
000CFX-E,20153,1.0076015,-0.41056964
000CFX-E,20154,1.1800916,-0.32990012
000CFX-E,20161,1.1936469,-0.32356063
000CFX-E,20162,1.0488739,-0.39126751
000CFX-E,20163,0.78387964,-0.51519901
000CFX-E,20164,1.061856,-0.38519609
000CFX-E,20171,1.3385658,-0.2557855
000CFX-E,20172,1.1460578,-0.34581691
000CFX-E,20173,1.1078138,-0.36370271
000CFX-E,20174,1.3978635,-0.22805339
000CFX-E,20181,1.4105635,-0.22211392
000CFX-E,20182,1.3265462,-0.26140681
000CFX-E,20183,1.4956074,-0.18234092
000CFX-E,20184,1.4773954,-0.19085822
000CFX-E,20191,1.8597976,-0.012017823
000CFX-E,20192,1.8542422,-0.014615947
000CFX-E,20193,1.4525536,-0.20247613
000CFX-E,20194,1.7612574,-0.058102719
000CFX-E,20201,1.5646995,-0.15002815
000CFX-E,20202,1.3043189,-0.27180198
000CFX-E,20203,1.3820777,-0.23543604
000CFX-E,20204,1.929173,0.020427397
000CFX-E,20211,1.9026586,0.008027239
000CFX-E,20212,1.7134295,-0.080470718
000CFX-E,20213,1.5532883,-0.1553649
000CFX-E,20214,2.1303988,0.11453589
000CFX-E,20221,1.5932916,-0.13665631
000CGC-E,20152,1.2740916,-0.28593856
000CGC-E,20153,1.2174054,-0.31244934
000CGC-E,20154,1.3809586,-0.23595944
000CGC-E,20161,1.5157117,-0.17293862
000CGC-E,20162,1.5521573,-0.15589386
